Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.0,6.2,12.5,6.2 - 12.5,6.7-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,9.9,7.5,12.7,7.5 - 12.7,9.3-11.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,13.7,11.2,16.6,11.2 - 16.6,12.7-16.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,15.4,12.5,18.6,12.5 - 18.6,12.7-16.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,16.0,10.7,22.7,10.7 - 22.7,12.7-16.9,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,10.9,8.4,13.9,8.4 - 13.9,9.3-11.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,12.6,10.0,15.5,10.0 - 15.5,11.1-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,8.9,5.5,13.5,5.5 - 13.5,6.7-9.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.0,7.6,15.3,7.6 - 15.3,9.3-11.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 – Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,11/09/2020,11.5,8.4,15.3,8.4 - 15.3,11.1-12.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.6,21.0,22.2,21.0 - 22.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.9,18.1,21.8,18.1 - 21.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.9,20.4,23.5,20.4 - 23.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.9,20.6,23.1,20.6 - 23.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.6,23.0,26.2,23.0 - 26.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.2,20.8,23.6,20.8 - 23.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,18.9,16.8,21.1,16.8 - 21.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,13.8,10.5,17.7,10.5 - 17.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,16.0,15.0,17.1,15.0 - 17.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,26.7,25.9,27.6,25.9 - 27.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,12.5,11.8,13.2,11.8 - 13.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,33.9,32.9,34.9,32.9 - 34.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,17.1,15.2,19.0,15.2 - 19.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.1,23.5,24.8,23.5 - 24.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,18.0,15.4,20.9,15.4 - 20.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.1,5.9,10.7,5.9 - 10.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,23.4,20.3,26.7,20.3 - 26.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.2,16.6,24.2,16.6 - 24.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.8,19.2,22.5,19.2 - 22.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,23.2,22.3,24.1,22.3 - 24.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.1,20.4,21.8,20.4 - 21.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,27.1,22.1,32.6,22.1 - 32.6,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.7,15.9,24.1,15.9 - 24.1,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,18.3,15.4,21.4,15.4 - 21.4,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,31.4,26.3,36.9,26.3 - 36.9,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,16.3,14.5,18.2,14.5 - 18.2,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.9,18.7,25.4,18.7 - 25.4,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.1,16.2,24.5,16.2 - 24.5,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.8,18.2,25.9,18.2 - 25.9,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,16.8,12.6,21.7,12.6 - 21.7,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.0,16.8,23.4,16.8 - 23.4,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.3,16.5,26.7,16.5 - 26.7,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,13.2,9.6,17.6,9.6 - 17.6,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.5,19.4,25.9,19.4 - 25.9,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.1,19.3,25.2,19.3 - 25.2,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.5,22.5,28.8,22.5 - 28.8,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,26.1,22.0,30.6,22.0 - 30.6,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.9,19.8,26.2,19.8 - 26.2,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.2,20.9,27.9,20.9 - 27.9,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.5,17.7,25.7,17.7 - 25.7,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.4,18.4,26.8,18.4 - 26.8,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,18.8,15.7,22.2,15.7 - 22.2,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.3,22.9,27.8,22.9 - 27.8,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,23.5,20.9,26.2,20.9 - 26.2,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,23.7,20.8,26.7,20.8 - 26.7,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,23.6,18.2,29.8,18.2 - 29.8,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.2,22.0,28.5,22.0 - 28.5,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.0,16.8,25.6,16.8 - 25.6,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,22.4,18.3,26.9,18.3 - 26.9,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.2,15.4,23.6,15.4 - 23.6,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.7,20.2,29.7,20.2 - 29.7,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.8,18.3,25.6,18.3 - 25.6,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.5,15.9,23.6,15.9 - 23.6,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.4,16.0,23.2,16.0 - 23.2,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,26.4,21.9,31.4,21.9 - 31.4,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.2,17.8,24.9,17.8 - 24.9,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.6,21.3,30.4,21.3 - 30.4,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,26.4,22.3,30.8,22.3 - 30.8,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.2,18.3,24.4,18.3 - 24.4,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.9,17.8,24.2,17.8 - 24.2,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.3,20.9,30.1,20.9 - 30.1,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,29.3,23.6,35.5,23.6 - 35.5,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.2,19.9,28.9,19.9 - 28.9,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.2,17.3,25.5,17.3 - 25.5,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.6,17.2,22.2,17.2 - 22.2,13.2-20.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,26.4,23.1,30.0,23.1 - 30.0,25.1-31.4,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,20.7,16.7,25.2,16.7 - 25.2,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.1,20.7,27.8,20.7 - 27.8,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,24.2,21.5,27.1,21.5 - 27.1,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,25.0,20.2,30.3,20.2 - 30.3,22.2-25.0,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,21.6,18.6,25.0,18.6 - 25.0,20.2-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,19.9,16.0,24.4,16.0 - 24.4,13.2-20.1,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,9.9,9.5,10.3,9.5 - 10.3,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,15.0,13.3,16.8,13.3 - 16.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,13.4,12.2,14.8,12.2 - 14.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,11.6,10.6,12.7,10.6 - 12.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.7,7.9,9.7,7.9 - 9.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,6.0,5.1,7.0,5.1 - 7.0,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,4.1,3.3,5.0,3.3 - 5.0,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,3.8,2.0,6.4,2.0 - 6.4,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.2,7.5,8.9,7.5 - 8.9,,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,11.5,10.9,12.1,10.9 - 12.1,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,5.2,4.9,5.7,4.9 - 5.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,16.2,15.4,16.9,15.4 - 16.9,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,9.6,8.1,11.4,8.1 - 11.4,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,10.1,9.6,10.5,9.6 - 10.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,9.7,8.0,11.6,8.0 - 11.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,6.4,4.7,8.4,4.7 - 8.4,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,12.4,10.4,14.8,10.4 - 14.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,7.6,5.3,10.3,5.3 - 10.3,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,6.5,5.5,7.6,5.5 - 7.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,10.6,9.9,11.4,9.9 - 11.4,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,12.8,12.1,13.4,12.1 - 13.4,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,6.9,4.5,10.1,4.5 - 10.1,6.1-8.5,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.5,6.7,10.6,6.7 - 10.6,6.1-8.5,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,10.0,7.6,12.7,7.6 - 12.7,9.7-10.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.9,6.5,11.8,6.5 - 11.8,8.6-9.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3 (Oct 28 – Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,11/23/2020,8.8,7.4,10.2,7.4 - 10.2,8.6-9.6,
