Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,36.9,33.8,40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,37.6,34.3,41.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,37.0,33.2,40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,30.7,27.6,34.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,35.1,31.4,38.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,36.4,33.1,39.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,32.8,28.5,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,32.5,28.7,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,43.3,38.8,47.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,31.4,26.5,36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,39.1,35.7,42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,41.1,36.3,46.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,35.2,31.4,39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,35.8,31.5,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,27.8,23.5,32.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,38.5,34.4,42.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,38.1,34.5,41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,39.0,36.3,41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,37.7,34.0,41.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,35.1,31.0,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,32.9,28.6,37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,31.3,26.7,36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,36.2,32.7,39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,38.8,34.9,42.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,36.1,33.6,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,44.0,38.1,50.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,32.9,29.9,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,38.5,35.4,41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,42.8,37.0,48.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,34.5,30.9,38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2,16,"Sep 30 - Oct 12, 2020",09/30/2020,10/12/2020,33.1,27.3,39.4
Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.0,25.4,26.6
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,39.0,36.8,41.2
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.3,29.0,31.6
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.3,24.9,27.7
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.7,22.2,25.3
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.4,19.0,21.9
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,15.4,13.8,17.0
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,13.3,9.3,18.3
Symptoms of Depressive Disorder,By Sex,United States,Male,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.7,22.6,24.8
Symptoms of Depressive Disorder,By Sex,United States,Female,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.1,27.3,28.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.3,29.4,33.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.0,23.3,24.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.7,26.7,30.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.1,20.4,26.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.4,31.1,37.7
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.4,29.0,38.1
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.4,26.0,28.7
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.6,28.6,30.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,19.8,19.2,20.4
Symptoms of Depressive Disorder,By State,Alabama,Alabama,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.7,23.6,32.2
Symptoms of Depressive Disorder,By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.7,22.4,29.2
Symptoms of Depressive Disorder,By State,Arizona,Arizona,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.8,26.3,35.5
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.3,23.0,32.0
Symptoms of Depressive Disorder,By State,California,California,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.7,25.2,30.4
Symptoms of Depressive Disorder,By State,Colorado,Colorado,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.1,23.1,29.3
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.8,18.4,25.4
Symptoms of Depressive Disorder,By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.3,18.5,28.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.2,20.5,32.5
Symptoms of Depressive Disorder,By State,Florida,Florida,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.9,23.2,28.7
Symptoms of Depressive Disorder,By State,Georgia,Georgia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.1,22.2,28.3
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.5,23.1,32.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.9,23.0,28.9
Symptoms of Depressive Disorder,By State,Illinois,Illinois,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.2,21.5,27.2
Symptoms of Depressive Disorder,By State,Indiana,Indiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.2,24.3,30.3
Symptoms of Depressive Disorder,By State,Iowa,Iowa,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.4,19.3,25.7
Symptoms of Depressive Disorder,By State,Kansas,Kansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.2,22.8,29.9
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.5,24.7,34.7
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.6,26.9,36.6
Symptoms of Depressive Disorder,By State,Maine,Maine,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.8,18.3,27.7
Symptoms of Depressive Disorder,By State,Maryland,Maryland,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.8,20.7,27.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.3,22.4,28.3
Symptoms of Depressive Disorder,By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.8,21.9,29.9
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,19.3,16.7,22.1
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.4,28.5,38.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.4,25.3,33.7
Symptoms of Depressive Disorder,By State,Montana,Montana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.1,16.1,24.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.8,19.0,25.0
Symptoms of Depressive Disorder,By State,Nevada,Nevada,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.0,27.9,34.2
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.8,17.0,25.1
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.4,20.2,26.9
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.9,27.4,36.7
Symptoms of Depressive Disorder,By State,New York,New York,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.0,23.6,30.7
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.4,17.8,25.4
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.2,16.5,24.3
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.0,21.1,29.3
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.9,22.0,30.1
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.9,23.8,30.2
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.2,18.9,25.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,24.0,19.4,29.0
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.1,21.0,29.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,19.7,15.7,24.4
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.9,20.7,27.3
Symptoms of Depressive Disorder,By State,Texas,Texas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.4,26.1,32.8
Symptoms of Depressive Disorder,By State,Utah,Utah,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.4,20.2,24.8
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,21.5,17.4,26.2
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,23.8,21.0,26.7
Symptoms of Depressive Disorder,By State,Washington,Washington,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.4,25.5,31.4
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.2,20.4,30.5
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,22.7,20.2,25.4
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,20.8,17.1,24.9
Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.8,32.2,33.4
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,44.0,41.8,46.3
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,40.4,38.8,42.0
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.1,33.4,36.8
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.4,29.0,31.8
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.5,25.2,27.8
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,18.2,16.6,19.8
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,17.2,12.8,22.3
Symptoms of Anxiety Disorder,By Sex,United States,Male,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.6,26.6,28.7
Symptoms of Anxiety Disorder,By Sex,United States,Female,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,37.6,36.9,38.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,36.0,33.7,38.3
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.8,31.1,32.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.9,31.0,34.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.2,26.4,32.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,41.7,38.0,45.5
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,37.0,32.1,42.0
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.0,29.3,32.6
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,36.4,35.3,37.6
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.3,29.5,31.0
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.9,26.1,33.9
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.0,29.1,37.0
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.1,31.1,39.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.0,27.8,36.5
Symptoms of Anxiety Disorder,By State,California,California,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.3,32.8,37.8
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.1,30.8,37.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.5,29.1,36.0
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.7,27.0,36.7
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.1,29.1,41.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.3,27.4,33.3
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.2,30.2,36.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.2,28.0,36.7
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.2,27.9,34.6
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,30.5,28.0,33.1
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.3,32.0,38.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.9,26.4,33.5
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.8,30.5,39.4
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.3,31.3,39.5
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.6,29.5,38.0
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,32.5,27.9,37.4
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.0,29.5,36.6
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,33.8,31.0,36.8
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.3,27.6,35.2
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,25.9,22.9,29.1
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.9,31.3,40.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,35.2,31.3,39.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,29.4,25.3,33.8
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.6,25.5,31.9
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,37.1,32.8,41.5
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,26.5,23.3,29.8
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.0,27.5,34.7
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,39.5,35.0,44.2
Symptoms of Anxiety Disorder,By State,New York,New York,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.3,30.5,38.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,27.0,23.3,30.9
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,28.0,23.4,33.0
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.7,27.6,35.9
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,34.8,30.9,38.8
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,36.6,33.5,39.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,17,"Oct 14 - Oct 26, 2020",10/14/2020,10/26/2020,31.6,28.3,34.9
