Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,6.1,4.9,7.7,2020
Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,14.9,11.8,18.4,2020
Received Counseling or Therapy,By Education,United States,Less than a high school diploma,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.9,7.2,13.1,2020
Received Counseling or Therapy,By Education,United States,High school diploma or GED,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.0,6.1,8.0,2020
Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.7,10.1,11.4,2020
Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.6,12.0,13.2,2020
Received Counseling or Therapy,By State,Alabama,Alabama,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.6,6.9,13.0,2020
Received Counseling or Therapy,By State,Alaska,Alaska,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.2,9.0,13.7,2020
Received Counseling or Therapy,By State,Arizona,Arizona,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.4,6.7,10.4,2020
Received Counseling or Therapy,By State,Arkansas,Arkansas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.0,6.1,12.8,2020
Received Counseling or Therapy,By State,California,California,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.1,10.3,14.0,2020
Received Counseling or Therapy,By State,Colorado,Colorado,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.6,9.1,12.4,2020
Received Counseling or Therapy,By State,Connecticut,Connecticut,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,15.2,12.2,18.7,2020
Received Counseling or Therapy,By State,Delaware,Delaware,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.6,8.0,16.1,2020
Received Counseling or Therapy,By State,District of Columbia,District of Columbia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,16.0,11.2,21.9,2020
Received Counseling or Therapy,By State,Florida,Florida,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.0,6.0,10.4,2020
Received Counseling or Therapy,By State,Georgia,Georgia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.2,8.7,14.1,2020
Received Counseling or Therapy,By State,Hawaii,Hawaii,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.5,5.5,12.6,2020
Received Counseling or Therapy,By State,Idaho,Idaho,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.4,7.8,13.5,2020
Received Counseling or Therapy,By State,Illinois,Illinois,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.3,8.2,12.8,2020
Received Counseling or Therapy,By State,Indiana,Indiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.5,6.5,10.9,2020
Received Counseling or Therapy,By State,Iowa,Iowa,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.4,8.1,13.2,2020
Received Counseling or Therapy,By State,Kansas,Kansas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.7,7.4,12.5,2020
Received Counseling or Therapy,By State,Kentucky,Kentucky,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.8,7.0,13.3,2020
Received Counseling or Therapy,By State,Louisiana,Louisiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.5,4.1,12.4,2020
Received Counseling or Therapy,By State,Maine,Maine,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,13.1,9.4,17.6,2020
Received Counseling or Therapy,By State,Maryland,Maryland,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.4,10.5,14.6,2020
Received Counseling or Therapy,By State,Massachusetts,Massachusetts,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,15.9,11.7,20.9,2020
Received Counseling or Therapy,By State,Michigan,Michigan,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.6,9.2,14.4,2020
Received Counseling or Therapy,By State,Minnesota,Minnesota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.6,9.5,14.0,2020
Received Counseling or Therapy,By State,Mississippi,Mississippi,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,4.1,2.5,6.4,2020
Received Counseling or Therapy,By State,Missouri,Missouri,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.9,6.5,11.9,2020
Received Counseling or Therapy,By State,Montana,Montana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.4,5.2,10.3,2020
Received Counseling or Therapy,By State,Nebraska,Nebraska,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,6.5,4.9,8.5,2020
Received Counseling or Therapy,By State,Nevada,Nevada,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.0,6.0,10.3,2020
Received Counseling or Therapy,By State,New Hampshire,New Hampshire,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.6,8.0,15.9,2020
Received Counseling or Therapy,By State,New Jersey,New Jersey,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.8,7.2,13.0,2020
Received Counseling or Therapy,By State,New Mexico,New Mexico,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.4,8.5,17.4,2020
Received Counseling or Therapy,By State,New York,New York,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.3,9.3,13.5,2020
Received Counseling or Therapy,By State,North Carolina,North Carolina,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.8,6.7,11.2,2020
Received Counseling or Therapy,By State,North Dakota,North Dakota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,6.6,4.0,10.1,2020
Received Counseling or Therapy,By State,Ohio,Ohio,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.4,8.3,15.1,2020
Received Counseling or Therapy,By State,Oklahoma,Oklahoma,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.5,6.3,11.3,2020
Received Counseling or Therapy,By State,Oregon,Oregon,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,13.5,11.6,15.6,2020
Received Counseling or Therapy,By State,Pennsylvania,Pennsylvania,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.5,7.7,11.7,2020
Received Counseling or Therapy,By State,Rhode Island,Rhode Island,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.6,8.1,13.6,2020
Received Counseling or Therapy,By State,South Carolina,South Carolina,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.0,5.2,9.1,2020
Received Counseling or Therapy,By State,South Dakota,South Dakota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.8,6.3,11.7,2020
Received Counseling or Therapy,By State,Tennessee,Tennessee,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.4,6.5,13.1,2020
Received Counseling or Therapy,By State,Texas,Texas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.8,6.9,11.1,2020
Received Counseling or Therapy,By State,Utah,Utah,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.4,7.7,11.3,2020
Received Counseling or Therapy,By State,Vermont,Vermont,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,17.2,13.2,21.9,2020
Received Counseling or Therapy,By State,Virginia,Virginia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,9.5,7.5,11.9,2020
Received Counseling or Therapy,By State,Washington,Washington,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.1,8.3,12.2,2020
Received Counseling or Therapy,By State,West Virginia,West Virginia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.3,4.6,10.9,2020
Received Counseling or Therapy,By State,Wisconsin,Wisconsin,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.8,7.0,11.0,2020
Received Counseling or Therapy,By State,Wyoming,Wyoming,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,8.6,6.1,11.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,National Estimate,United States,United States,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,25.2,24.5,25.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,18 - 29 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.9,22.6,27.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,30 - 39 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.7,26.3,29.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,40 - 49 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,26.0,24.6,27.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,50 - 59 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,26.5,24.8,28.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,60 - 69 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,23.8,22.5,25.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,70 - 79 years,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,21.0,19.3,22.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,80 years and above,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,22.0,16.8,27.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Male,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,18.8,17.9,19.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Female,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,31.0,30.2,31.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,15.0,14.4,15.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,39.1,37.7,40.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,21.1,19.0,23.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.5,26.7,28.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,20.5,18.2,22.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.4,10.2,14.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,30.7,27.0,34.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Less than a high school diploma,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,22.9,18.9,27.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,High school diploma or GED,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,22.7,21.3,24.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.2,26.2,28.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,26.1,25.3,26.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alabama,Alabama,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.6,23.0,32.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alaska,Alaska,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,23.0,19.5,26.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arizona,Arizona,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,23.4,20.3,26.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arkansas,Arkansas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,28.7,24.2,33.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,California,California,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,23.4,21.3,25.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Colorado,Colorado,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.4,22.1,26.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Connecticut,Connecticut,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.2,23.3,31.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Delaware,Delaware,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.2,19.7,29.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,District of Columbia,District of Columbia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,29.0,23.3,35.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Florida,Florida,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,22.6,19.7,25.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Georgia,Georgia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.6,20.8,28.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Hawaii,Hawaii,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,16.7,12.6,21.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Idaho,Idaho,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,28.0,24.3,31.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Illinois,Illinois,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.2,21.0,27.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Indiana,Indiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,26.2,22.8,29.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Iowa,Iowa,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,30.3,25.6,35.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kansas,Kansas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,25.8,22.1,29.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kentucky,Kentucky,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,30.8,25.8,36.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Louisiana,Louisiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,36.3,29.4,43.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maine,Maine,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,31.6,26.5,37.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maryland,Maryland,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.0,21.1,27.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Massachusetts,Massachusetts,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,29.3,24.6,34.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Michigan,Michigan,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.9,24.1,31.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Minnesota,Minnesota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,28.0,24.6,31.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Mississippi,Mississippi,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,26.7,21.8,32.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Missouri,Missouri,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,28.3,24.2,32.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Montana,Montana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,30.3,25.9,34.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nebraska,Nebraska,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,27.1,22.8,31.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nevada,Nevada,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,18.9,15.5,22.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Hampshire,New Hampshire,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,33.4,27.6,39.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Jersey,New Jersey,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,21.5,18.3,25.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Mexico,New Mexico,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.8,20.0,30.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New York,New York,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,21.4,18.5,24.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Carolina,North Carolina,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,25.6,21.6,30.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Dakota,North Dakota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,22.1,17.6,27.3,2020
